@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC5 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
2632.284394,-0.87122,1.106216,0.752475,0.837382,0.907607,31.972073,5.137419,226.07,5.392127,0.920475,7.606224,3093,1
3024.275379,0.318904,0.550896,0.969705,1.383588,1.244833,34.969855,2.729995,134.09,4.739574,0.868144,9.115248,25000001309,1
2426.146323,-0.49102,0.860324,0.690027,0.404631,0.944278,34.968854,4.623456,198.05,5.028758,0.891015,7.642896,1772,1
4071.225866,-4.154489,1.017809,0.68813,0.513513,0.719908,31.973075,4.321057,38.16,4.171643,0.669733,7.89583,399000001813,1
39381.21393,-0.160355,0.896542,1.525959,0.973975,0.735276,126.906473,4.670385,17.06,4.418157,0.909464,19.682766,506,1
2605.989712,2.89864,1.051295,1.118116,0.980464,1.085054,16.001679,5.203206,159.12,5.594672,0.919048,6.57749,2700,1
2089.867335,0.551772,0.932713,1.024911,0.808136,0.955952,16.00002,4.995178,313.1,5.142295,0.877827,7.779062,3556,1
2112.455432,-0.256823,1.006692,0.756052,0.700191,0.800671,34.96938,5.931601,109.03,4.231487,0.784725,7.146174,896,1
4675.38089,-3.769019,1.133581,0.983029,0.904234,1.19051,16.009078,4.042826,408.16,6.141026,0.883068,6.560089,12271,1
1746.531561,-0.07203,1.099168,1.010861,1.089189,0.975227,14.0041,6.591327,205.02,4.807355,0.827805,6.575451,2320,1
2865.710537,0.22587,1.048866,0.976512,1.053687,0.895462,15.994925,4.761115,112.05,4.921106,0.754359,5.559104,6188,1
2527.363098,-0.640154,1.144228,1.169378,0.984264,1.028997,34.971058,5.427235,52.05,4.084963,0.890948,11.997965,536,1
